Filename, Success, bbox_x1, bbox_y1, bbox_x2, bbox_y2, score
5_s0_fi2_fu1_b1_l0, 1,  763,  540,  822,  646, 0.94
5_s0_fi2_fu2_b1_l0, 1,  763,  534,  823,  633, 0.98
5_s0_fi3_fu1_b1_l0, 1,  760,  533,  821,  636, 0.99
5_s0_fi3_fu2_b1_l0, 1,  760,  534,  822,  639, 0.98
5_s0_fi0_fu0_b1_l1, 1,  722,  548,  783,  656, 0.96
5_s0_fi1_fu1_b1_l1, 1,  718,  551,  779,  655, 0.98
5_s0_fi1_fu2_b1_l1, 1,  599,  557,  682,  679, 0.98
5_s0_fi2_fu1_b1_l1, 1,  608,  554,  691,  679, 0.98
5_s0_fi2_fu2_b1_l1, 1,  579,  561,  667,  682, 0.99
5_s0_fi3_fu1_b1_l1, 1,  593,  561,  679,  684, 0.99
5_s0_fi3_fu2_b1_l1, 1,  584,  558,  671,  682, 0.98
5_s1_fi0_fu0_b0_l0, 1,  691,  460,  735,  545, 0.97
5_s1_fi1_fu1_b0_l0, 1, 1045,  627, 1114,  691, 0.79
5_s1_fi1_fu2_b0_l0, 1,  568,  518,  645,  624, 0.99
5_s1_fi2_fu1_b0_l0, 1,  744,  454,  802,  526, 0.80
5_s1_fi2_fu2_b0_l0, 1,  749,  467,  806,  545, 0.96
5_s1_fi3_fu1_b0_l0, 1,  739,  483,  797,  577, 0.94
5_s1_fi3_fu2_b0_l0, 1,  729,  448,  784,  542, 0.80
5_s1_fi0_fu0_b0_l1, 1,  703,  499,  760,  598, 0.95
5_s1_fi1_fu1_b0_l1, 1,  727,  492,  794,  601, 0.92
5_s1_fi1_fu2_b0_l1, 1,  728,  503,  786,  604, 0.93
5_s1_fi2_fu1_b0_l1, 1,  735,  504,  794,  604, 0.94
5_s1_fi2_fu2_b0_l1, 1,  720,  501,  784,  603, 0.95
5_s1_fi3_fu1_b0_l1, 1,  720,  499,  781,  603, 0.96
5_s1_fi3_fu2_b0_l1, 1,  720,  499,  781,  600, 0.96
5_s1_fi0_fu0_b1_l0, 1,  724,  474,  785,  582, 0.86
5_s1_fi1_fu1_b1_l0, 1,  639,  487,  736,  603, 0.94
5_s1_fi1_fu2_b1_l0, 1,  738,  508,  800,  609, 0.96
5_s1_fi2_fu1_b1_l0, 1,  741,  502,  800,  600, 0.99
5_s1_fi2_fu2_b1_l0, 1,  747,  472,  806,  584, 0.95
5_s1_fi3_fu1_b1_l0, 1,  640,  496,  741,  605, 0.95
5_s1_fi3_fu2_b1_l0, 1,  747,  506,  811,  605, 0.97
5_s1_fi0_fu0_b1_l1, 1,  697,  524,  770,  617, 0.90
5_s1_fi1_fu1_b1_l1, 1,  728,  524,  790,  632, 0.87
5_s1_fi1_fu2_b1_l1, 1,  708,  524,  776,  629, 0.95
5_s1_fi2_fu1_b1_l1, 1,  718,  521,  786,  633, 0.93
5_s1_fi2_fu2_b1_l1, 1,  718,  521,  779,  630, 0.93
5_s1_fi3_fu1_b1_l1, 1,  724,  510,  787,  622, 0.93
5_s1_fi3_fu2_b1_l1, 1,  726,  509,  787,  618, 0.98
5_s2_fi0_fu0_b0_l0, 0,    0,    0,    0,    0, -1.00
5_s2_fi1_fu1_b0_l0, 1, 1048,  626, 1112,  688, 0.56
5_s2_fi1_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
5_s2_fi2_fu1_b0_l0, 1, 1046,  627, 1112,  688, 0.55
5_s2_fi2_fu2_b0_l0, 1, 1046,  628, 1112,  688, 0.55
5_s2_fi3_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
5_s2_fi3_fu2_b0_l0, 1, 1041,  627, 1113,  693, 0.64
5_s2_fi0_fu0_b0_l1, 1, 1046,  627, 1113,  685, 0.52
5_s2_fi1_fu1_b0_l1, 1, 1047,  627, 1114,  684, 0.59
5_s2_fi1_fu2_b0_l1, 1, 1211,  549, 1278,  714, 0.55
5_s2_fi2_fu1_b0_l1, 1, 1046,  628, 1114,  686, 0.52
5_s2_fi2_fu2_b0_l1, 1, 1046,  627, 1114,  685, 0.52
5_s2_fi3_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
5_s2_fi3_fu2_b0_l1, 1, 1046,  628, 1114,  687, 0.68
5_s2_fi0_fu0_b1_l0, 1, 1045,  626, 1113,  687, 0.62
5_s2_fi1_fu1_b1_l0, 1, 1044,  625, 1113,  689, 0.51
5_s2_fi1_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
5_s2_fi2_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
5_s2_fi2_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
5_s2_fi3_fu1_b1_l0, 1, 1041,  627, 1113,  693, 0.61
5_s2_fi3_fu2_b1_l0, 1, 1046,  626, 1113,  687, 0.61
5_s2_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
5_s2_fi1_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
5_s2_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
5_s2_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
5_s2_fi2_fu2_b1_l1, 1, 1045,  627, 1115,  686, 0.59
5_s2_fi3_fu1_b1_l1, 1, 1047,  626, 1114,  684, 0.59
5_s2_fi3_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
6_s0_fi0_fu0_b0_l0, 1,  697,  496,  734,  614, 0.99
6_s0_fi1_fu1_b0_l0, 1,  563,  522,  666,  625, 0.92
6_s0_fi1_fu2_b0_l0, 1,  717,  493,  752,  610, 0.98
6_s0_fi2_fu1_b0_l0, 1,  695,  492,  729,  609, 0.99
6_s0_fi2_fu2_b0_l0, 1,  599,  520,  704,  627, 0.97
6_s0_fi3_fu1_b0_l0, 1,  703,  499,  740,  615, 0.99
6_s0_fi3_fu2_b0_l0, 1,  708,  495,  744,  612, 0.99
6_s0_fi0_fu0_b0_l1, 1,  673,  501,  715,  625, 0.97
6_s0_fi1_fu1_b0_l1, 1,  564,  529,  644,  641, 0.98
6_s0_fi1_fu2_b0_l1, 1,  570,  522,  668,  634, 0.93
6_s0_fi2_fu1_b0_l1, 1,  586,  524,  683,  635, 0.87
6_s0_fi2_fu2_b0_l1, 1,  573,  522,  666,  632, 0.97
6_s0_fi3_fu1_b0_l1, 1,  706,  507,  751,  625, 0.92
6_s0_fi3_fu2_b0_l1, 1,  693,  499,  734,  619, 0.88
6_s0_fi0_fu0_b1_l0, 1,  721,  515,  755,  582, 0.85
6_s0_fi1_fu1_b1_l0, 1,  634,  547,  737,  666, 0.90
6_s0_fi1_fu2_b1_l0, 1,  593,  543,  705,  665, 0.96
6_s0_fi2_fu1_b1_l0, 1,  633,  547,  747,  671, 0.92
6_s0_fi2_fu2_b1_l0, 1,  646,  548,  747,  675, 0.83
6_s0_fi3_fu1_b1_l0, 1,  632,  541,  740,  663, 0.94
6_s0_fi3_fu2_b1_l0, 1,  787,  516,  822,  641, 0.90
6_s0_fi0_fu0_b1_l1, 1,  733,  527,  769,  578, 0.99
6_s0_fi1_fu1_b1_l1, 1,  616,  555,  704,  678, 0.95
6_s0_fi1_fu2_b1_l1, 1,  736,  528,  771,  579, 0.99
6_s0_fi2_fu1_b1_l1, 1,  735,  527,  770,  576, 0.99
6_s0_fi2_fu2_b1_l1, 1,  597,  558,  682,  679, 0.99
6_s0_fi3_fu1_b1_l1, 1,  735,  528,  771,  575, 1.00
6_s0_fi3_fu2_b1_l1, 1,  734,  528,  770,  575, 1.00
6_s1_fi0_fu0_b0_l0, 1, 1046,  628, 1115,  687, 0.67
6_s1_fi1_fu1_b0_l0, 1,  748,  433,  778,  481, 0.81
6_s1_fi1_fu2_b0_l0, 1, 1047,  627, 1113,  687, 0.76
6_s1_fi2_fu1_b0_l0, 1,  738,  439,  774,  503, 0.95
6_s1_fi2_fu2_b0_l0, 1,  766,  446,  809,  564, 0.95
6_s1_fi3_fu1_b0_l0, 1,  756,  404,  787,  459, 0.96
6_s1_fi3_fu2_b0_l0, 1,  753,  443,  787,  489, 0.89
6_s1_fi0_fu0_b0_l1, 1,  731,  482,  768,  599, 0.77
6_s1_fi1_fu1_b0_l1, 1,  739,  482,  782,  601, 0.98
6_s1_fi1_fu2_b0_l1, 1,  735,  492,  780,  611, 0.97
6_s1_fi2_fu1_b0_l1, 1,  736,  479,  780,  598, 0.95
6_s1_fi2_fu2_b0_l1, 1,  742,  487,  796,  611, 0.96
6_s1_fi3_fu1_b0_l1, 1,  749,  491,  793,  610, 0.97
6_s1_fi3_fu2_b0_l1, 1,  744,  491,  793,  609, 0.96
6_s1_fi0_fu0_b1_l0, 1,  737,  473,  770,  515, 0.98
6_s1_fi1_fu1_b1_l0, 1,  640,  509,  725,  620, 0.73
6_s1_fi1_fu2_b1_l0, 1,  753,  461,  800,  587, 0.99
6_s1_fi2_fu1_b1_l0, 1,  753,  487,  788,  548, 0.98
6_s1_fi2_fu2_b1_l0, 1,  645,  496,  738,  612, 0.97
6_s1_fi3_fu1_b1_l0, 1,  643,  485,  727,  596, 0.97
6_s1_fi3_fu2_b1_l0, 1,  756,  461,  801,  580, 0.93
6_s1_fi0_fu0_b1_l1, 1,  717,  504,  750,  540, 0.92
6_s1_fi1_fu1_b1_l1, 1,  732,  489,  781,  628, 0.96
6_s1_fi1_fu2_b1_l1, 1,  733,  486,  778,  626, 0.96
6_s1_fi2_fu1_b1_l1, 1,  734,  487,  781,  629, 0.95
6_s1_fi2_fu2_b1_l1, 1,  729,  488,  779,  614, 0.89
6_s1_fi3_fu1_b1_l1, 1,  721,  492,  756,  525, 0.97
6_s1_fi3_fu2_b1_l1, 1,  723,  495,  767,  626, 0.89
6_s2_fi0_fu0_b0_l0, 1, 1208,  541, 1278,  718, 0.53
6_s2_fi1_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
6_s2_fi1_fu2_b0_l0, 1, 1047,  628, 1112,  690, 0.66
6_s2_fi2_fu1_b0_l0, 1, 1045,  627, 1112,  691, 0.54
6_s2_fi2_fu2_b0_l0, 1, 1045,  626, 1112,  690, 0.55
6_s2_fi3_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
6_s2_fi3_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
6_s2_fi0_fu0_b0_l1, 1, 1047,  627, 1114,  685, 0.66
6_s2_fi1_fu1_b0_l1, 1, 1044,  627, 1114,  685, 0.55
6_s2_fi1_fu2_b0_l1, 1, 1045,  628, 1115,  688, 0.69
6_s2_fi2_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
6_s2_fi2_fu2_b0_l1, 1, 1044,  628, 1114,  689, 0.67
6_s2_fi3_fu1_b0_l1, 1, 1044,  628, 1114,  690, 0.57
6_s2_fi3_fu2_b0_l1, 1, 1045,  628, 1115,  686, 0.78
6_s2_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
6_s2_fi1_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
6_s2_fi1_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
6_s2_fi2_fu1_b1_l0, 1, 1045,  625, 1113,  691, 0.59
6_s2_fi2_fu2_b1_l0, 1, 1047,  628, 1113,  692, 0.57
6_s2_fi3_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
6_s2_fi3_fu2_b1_l0, 1, 1046,  628, 1114,  691, 0.63
6_s2_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
6_s2_fi1_fu1_b1_l1, 1, 1046,  627, 1114,  686, 0.68
6_s2_fi1_fu2_b1_l1, 1, 1046,  627, 1114,  688, 0.61
6_s2_fi2_fu1_b1_l1, 1, 1044,  627, 1115,  688, 0.55
6_s2_fi2_fu2_b1_l1, 1, 1046,  627, 1114,  685, 0.56
6_s2_fi3_fu1_b1_l1, 1, 1044,  627, 1114,  688, 0.70
6_s2_fi3_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s0_fi0_fu0_b0_l0, 1,  637,  448,  780,  615, 0.77
7_s0_fi1_fu1_b0_l0, 1,  651,  456,  788,  626, 0.88
7_s0_fi1_fu2_b0_l0, 1, 1046,  626, 1112,  691, 0.66
7_s0_fi2_fu1_b0_l0, 1,  661,  464,  802,  638, 0.90
7_s0_fi2_fu2_b0_l0, 1,  641,  459,  782,  630, 0.73
7_s0_fi0_fu0_b0_l1, 1, 1045,  628, 1115,  688, 0.54
7_s0_fi1_fu1_b0_l1, 1,  620,  461,  759,  631, 0.85
7_s0_fi1_fu2_b0_l1, 1, 1044,  626, 1114,  686, 0.66
7_s0_fi2_fu1_b0_l1, 1,  623,  457,  760,  625, 0.89
7_s0_fi2_fu2_b0_l1, 1,  639,  460,  773,  627, 0.73
7_s0_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
7_s0_fi1_fu1_b1_l0, 1,  657,  458,  794,  639, 0.88
7_s0_fi1_fu2_b1_l0, 1,  658,  469,  800,  647, 0.87
7_s0_fi2_fu1_b1_l0, 1,  656,  471,  803,  647, 0.79
7_s0_fi2_fu2_b1_l0, 1,  655,  468,  795,  647, 0.74
7_s0_fi0_fu0_b1_l1, 1, 1045,  626, 1115,  684, 0.82
7_s0_fi1_fu1_b1_l1, 1,  677,  474,  837,  670, 0.66
7_s0_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s0_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s0_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi0_fu0_b0_l0, 1, 1046,  628, 1113,  692, 0.77
7_s1_fi1_fu1_b0_l0, 1, 1047,  627, 1113,  689, 0.70
7_s1_fi1_fu2_b0_l0, 1, 1046,  627, 1113,  692, 0.65
7_s1_fi2_fu1_b0_l0, 1, 1045,  627, 1114,  691, 0.79
7_s1_fi2_fu2_b0_l0, 1, 1045,  627, 1114,  690, 0.71
7_s1_fi0_fu0_b0_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi1_fu1_b0_l1, 1, 1045,  626, 1114,  686, 0.65
7_s1_fi1_fu2_b0_l1, 1, 1047,  629, 1114,  686, 0.69
7_s1_fi2_fu1_b0_l1, 1, 1046,  628, 1115,  687, 0.73
7_s1_fi2_fu2_b0_l1, 1, 1046,  628, 1114,  687, 0.57
7_s1_fi0_fu0_b1_l0, 1, 1047,  627, 1114,  689, 0.56
7_s1_fi1_fu1_b1_l0, 1, 1046,  628, 1114,  692, 0.84
7_s1_fi1_fu2_b1_l0, 1, 1042,  627, 1116,  692, 0.81
7_s1_fi2_fu1_b1_l0, 1, 1047,  627, 1114,  688, 0.77
7_s1_fi2_fu2_b1_l0, 1, 1047,  627, 1114,  691, 0.86
7_s1_fi0_fu0_b1_l1, 1, 1044,  628, 1114,  687, 0.53
7_s1_fi1_fu1_b1_l1, 1, 1043,  628, 1114,  690, 0.69
7_s1_fi1_fu2_b1_l1, 1, 1044,  629, 1114,  690, 0.76
7_s1_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s2_fi0_fu0_b0_l0, 0,    0,    0,    0,    0, -1.00
7_s2_fi1_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
7_s2_fi1_fu2_b0_l0, 1, 1046,  627, 1112,  689, 0.53
7_s2_fi2_fu1_b0_l0, 1, 1044,  627, 1112,  691, 0.57
7_s2_fi2_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
7_s2_fi0_fu0_b0_l1, 1, 1045,  628, 1115,  687, 0.71
7_s2_fi1_fu1_b0_l1, 1, 1045,  627, 1114,  685, 0.58
7_s2_fi1_fu2_b0_l1, 1, 1045,  628, 1114,  687, 0.66
7_s2_fi2_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
7_s2_fi2_fu2_b0_l1, 1, 1045,  626, 1114,  687, 0.73
7_s2_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
7_s2_fi1_fu1_b1_l0, 1, 1046,  626, 1113,  691, 0.52
7_s2_fi1_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
7_s2_fi2_fu1_b1_l0, 1, 1044,  626, 1113,  689, 0.62
7_s2_fi2_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
7_s2_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s2_fi1_fu1_b1_l1, 1, 1045,  626, 1115,  686, 0.71
7_s2_fi1_fu2_b1_l1, 1, 1042,  627, 1114,  689, 0.73
7_s2_fi2_fu1_b1_l1, 1, 1041,  627, 1114,  688, 0.54
7_s2_fi2_fu2_b1_l1, 1, 1045,  626, 1114,  686, 0.71
8_s0_fi0_fu0_b0_l0, 1, 1044,  627, 1112,  691, 0.55
8_s0_fi1_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
8_s0_fi1_fu2_b0_l0, 1, 1044,  626, 1113,  689, 0.71
8_s0_fi2_fu1_b0_l0, 1, 1044,  627, 1112,  692, 0.57
8_s0_fi2_fu2_b0_l0, 1,  666,  501,  761,  626, 0.62
8_s0_fi0_fu0_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s0_fi1_fu1_b0_l1, 1, 1045,  626, 1114,  685, 0.54
8_s0_fi1_fu2_b0_l1, 1, 1046,  628, 1114,  690, 0.64
8_s0_fi2_fu1_b0_l1, 1,  657,  502,  751,  617, 0.80
8_s0_fi2_fu2_b0_l1, 1, 1045,  626, 1114,  687, 0.62
8_s0_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
8_s0_fi1_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
8_s0_fi1_fu2_b1_l0, 1,  676,  518,  774,  631, 0.70
8_s0_fi2_fu1_b1_l0, 1,  677,  517,  776,  626, 0.78
8_s0_fi2_fu2_b1_l0, 1, 1045,  626, 1114,  689, 0.56
8_s0_fi0_fu0_b1_l1, 1, 1045,  627, 1114,  686, 0.63
8_s0_fi1_fu1_b1_l1, 1, 1045,  627, 1114,  685, 0.69
8_s0_fi1_fu2_b1_l1, 1, 1047,  628, 1115,  686, 0.69
8_s0_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s0_fi2_fu2_b1_l1, 1,  710,  534,  812,  657, 0.54
8_s1_fi0_fu0_b0_l0, 1, 1046,  627, 1113,  689, 0.70
8_s1_fi1_fu1_b0_l0, 1, 1045,  627, 1113,  691, 0.56
8_s1_fi1_fu2_b0_l0, 1, 1042,  627, 1114,  691, 0.73
8_s1_fi2_fu1_b0_l0, 1, 1044,  626, 1113,  691, 0.73
8_s1_fi2_fu2_b0_l0, 1, 1046,  627, 1114,  690, 0.70
8_s1_fi0_fu0_b0_l1, 1, 1044,  628, 1114,  687, 0.53
8_s1_fi1_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi1_fu2_b0_l1, 1, 1045,  628, 1114,  688, 0.60
8_s1_fi2_fu1_b0_l1, 1, 1046,  626, 1114,  686, 0.65
8_s1_fi2_fu2_b0_l1, 1, 1044,  628, 1115,  687, 0.73
8_s1_fi0_fu0_b1_l0, 1, 1040,  627, 1115,  693, 0.77
8_s1_fi1_fu1_b1_l0, 1, 1046,  628, 1114,  690, 0.76
8_s1_fi1_fu2_b1_l0, 1, 1046,  628, 1114,  691, 0.76
8_s1_fi2_fu1_b1_l0, 1, 1046,  627, 1114,  691, 0.78
8_s1_fi2_fu2_b1_l0, 1, 1047,  628, 1115,  687, 0.65
8_s1_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi1_fu1_b1_l1, 1, 1046,  626, 1113,  685, 0.52
8_s1_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi2_fu1_b1_l1, 1, 1043,  628, 1115,  689, 0.70
8_s1_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s2_fi0_fu0_b0_l0, 1, 1046,  626, 1111,  690, 0.57
8_s2_fi1_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
8_s2_fi1_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
8_s2_fi2_fu1_b0_l0, 1, 1210,  548, 1278,  713, 0.56
8_s2_fi2_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
8_s2_fi0_fu0_b0_l1, 1, 1046,  627, 1114,  683, 0.51
8_s2_fi1_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s2_fi1_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s2_fi2_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s2_fi2_fu2_b0_l1, 1, 1046,  628, 1114,  686, 0.67
8_s2_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
8_s2_fi1_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
8_s2_fi1_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
8_s2_fi2_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
8_s2_fi2_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
8_s2_fi0_fu0_b1_l1, 1, 1047,  626, 1114,  685, 0.55
8_s2_fi1_fu1_b1_l1, 1, 1046,  627, 1114,  685, 0.55
8_s2_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s2_fi2_fu1_b1_l1, 1, 1047,  627, 1114,  683, 0.55
8_s2_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s0_fi0_fu0_b0_l0, 1, 1044,  626, 1113,  691, 0.55
9_s0_fi1_fu1_b0_l0, 1, 1043,  628, 1112,  692, 0.62
9_s0_fi1_fu2_b0_l0, 1, 1044,  628, 1112,  690, 0.77
9_s0_fi2_fu1_b0_l0, 1,  676,  519,  737,  610, 0.58
9_s0_fi2_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
9_s0_fi0_fu0_b0_l1, 1,  663,  519,  723,  608, 0.73
9_s0_fi1_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s0_fi1_fu2_b0_l1, 1,  678,  518,  743,  612, 0.85
9_s0_fi2_fu1_b0_l1, 1, 1045,  627, 1114,  684, 0.74
9_s0_fi2_fu2_b0_l1, 1,  659,  524,  721,  615, 0.82
9_s0_fi0_fu0_b1_l0, 1, 1046,  626, 1113,  684, 0.56
9_s0_fi1_fu1_b1_l0, 1, 1045,  626, 1115,  692, 0.66
9_s0_fi1_fu2_b1_l0, 1, 1047,  627, 1113,  689, 0.59
9_s0_fi2_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
9_s0_fi2_fu2_b1_l0, 1, 1045,  626, 1114,  690, 0.52
9_s0_fi0_fu0_b1_l1, 1, 1044,  628, 1114,  686, 0.70
9_s0_fi1_fu1_b1_l1, 1, 1046,  627, 1114,  686, 0.68
9_s0_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s0_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s0_fi2_fu2_b1_l1, 1, 1045,  628, 1114,  686, 0.82
9_s1_fi0_fu0_b0_l0, 1, 1045,  627, 1113,  691, 0.84
9_s1_fi1_fu1_b0_l0, 1, 1041,  627, 1114,  691, 0.59
9_s1_fi1_fu2_b0_l0, 1, 1045,  626, 1113,  689, 0.63
9_s1_fi2_fu1_b0_l0, 1, 1043,  628, 1114,  689, 0.60
9_s1_fi2_fu2_b0_l0, 1, 1044,  627, 1113,  690, 0.73
9_s1_fi0_fu0_b0_l1, 1, 1043,  629, 1114,  688, 0.50
9_s1_fi1_fu1_b0_l1, 1, 1045,  628, 1114,  688, 0.59
9_s1_fi1_fu2_b0_l1, 1, 1045,  629, 1114,  690, 0.70
9_s1_fi2_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s1_fi2_fu2_b0_l1, 1, 1047,  627, 1114,  684, 0.60
9_s1_fi0_fu0_b1_l0, 1, 1042,  627, 1114,  691, 0.76
9_s1_fi1_fu1_b1_l0, 1, 1046,  628, 1113,  689, 0.76
9_s1_fi1_fu2_b1_l0, 1, 1045,  627, 1114,  692, 0.80
9_s1_fi2_fu1_b1_l0, 1, 1039,  626, 1114,  695, 0.84
9_s1_fi2_fu2_b1_l0, 1, 1038,  627, 1115,  693, 0.86
9_s1_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s1_fi1_fu1_b1_l1, 1, 1209,  551, 1278,  720, 0.73
9_s1_fi1_fu2_b1_l1, 1, 1211,  548, 1277,  715, 0.57
9_s1_fi2_fu1_b1_l1, 1, 1211,  548, 1277,  714, 0.57
9_s1_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s2_fi0_fu0_b0_l0, 1, 1047,  627, 1112,  689, 0.63
9_s2_fi1_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
9_s2_fi1_fu2_b0_l0, 1, 1046,  627, 1112,  691, 0.58
9_s2_fi2_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
9_s2_fi2_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
9_s2_fi0_fu0_b0_l1, 1, 1046,  628, 1114,  688, 0.55
9_s2_fi1_fu1_b0_l1, 1, 1046,  629, 1115,  688, 0.54
9_s2_fi1_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s2_fi2_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s2_fi2_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s2_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
9_s2_fi1_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
9_s2_fi1_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
9_s2_fi2_fu1_b1_l0, 1, 1046,  626, 1113,  690, 0.58
9_s2_fi2_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
9_s2_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s2_fi1_fu1_b1_l1, 1, 1045,  628, 1114,  687, 0.74
9_s2_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s2_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s2_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
