Filename, Success, bbox_x1, bbox_y1, bbox_x2, bbox_y2, score
5_s0_fi0_fu0_b1_l1, 1,  409,  540,  476,  643, 0.98
5_s0_fi1_fu1_b1_l1, 1,  297,  521,  387,  639, 0.99
5_s0_fi1_fu2_b1_l1, 1,  297,  519,  385,  634, 0.99
5_s0_fi2_fu1_b1_l1, 1,  305,  520,  393,  635, 0.99
5_s0_fi2_fu2_b1_l1, 1,  277,  517,  366,  630, 0.99
5_s0_fi3_fu1_b1_l1, 1,  287,  519,  373,  633, 0.98
5_s0_fi3_fu2_b1_l1, 1,  410,  538,  476,  644, 0.98
5_s1_fi0_fu0_b0_l0, 1,  532,  452,  592,  511, 0.91
5_s1_fi1_fu1_b0_l0, 1,  392,  421,  480,  525, 0.92
5_s1_fi1_fu2_b0_l0, 1,  365,  485,  442,  586, 0.99
5_s1_fi2_fu1_b0_l0, 1,  384,  408,  480,  519, 0.92
5_s1_fi2_fu2_b0_l0, 1,  394,  431,  478,  531, 0.91
5_s1_fi3_fu1_b0_l0, 1,  406,  475,  482,  576, 0.97
5_s1_fi3_fu2_b0_l0, 1,  392,  409,  469,  511, 0.98
5_s1_fi0_fu0_b0_l1, 1,  485,  492,  540,  582, 0.91
5_s1_fi1_fu1_b0_l1, 1,  476,  501,  534,  593, 0.85
5_s1_fi1_fu2_b0_l1, 1,  384,  469,  463,  573, 0.95
5_s1_fi2_fu1_b0_l1, 1,  384,  482,  464,  589, 0.94
5_s1_fi2_fu2_b0_l1, 1,  388,  468,  464,  575, 0.97
5_s1_fi3_fu1_b0_l1, 1,  393,  477,  471,  582, 0.97
5_s1_fi3_fu2_b0_l1, 1,  393,  481,  472,  588, 0.96
5_s1_fi0_fu0_b1_l0, 1,  458,  469,  514,  528, 0.85
5_s1_fi1_fu1_b1_l0, 1,  362,  467,  445,  575, 0.96
5_s1_fi1_fu2_b1_l0, 1,  482,  500,  539,  576, 0.98
5_s1_fi2_fu1_b1_l0, 1,  362,  474,  443,  582, 0.95
5_s1_fi2_fu2_b1_l0, 1,  364,  466,  447,  575, 0.99
5_s1_fi3_fu1_b1_l0, 1,  357,  469,  442,  579, 0.97
5_s1_fi3_fu2_b1_l0, 1,  369,  497,  453,  606, 0.99
5_s1_fi0_fu0_b1_l1, 1,  423,  511,  487,  577, 0.98
5_s1_fi1_fu1_b1_l1, 1,  361,  509,  443,  619, 0.96
5_s1_fi1_fu2_b1_l1, 1,  441,  506,  500,  614, 0.95
5_s1_fi2_fu1_b1_l1, 1,  445,  516,  503,  611, 0.78
5_s1_fi2_fu2_b1_l1, 1,  443,  513,  504,  596, 0.86
5_s1_fi3_fu1_b1_l1, 1,  351,  491,  431,  599, 0.97
5_s1_fi3_fu2_b1_l1, 1,  351,  487,  433,  595, 0.97
5_s2_fi0_fu0_b0_l0, 1,   80,  265,  128,  320, 0.95
5_s2_fi1_fu1_b0_l0, 1,   45,  606,  117,  675, 0.80
5_s2_fi1_fu2_b0_l0, 1,   44,  607,  117,  674, 0.91
5_s2_fi2_fu1_b0_l0, 1,   47,  606,  115,  675, 0.81
5_s2_fi2_fu2_b0_l0, 1,   12,  251,   60,  300, 0.84
5_s2_fi3_fu1_b0_l0, 1,   44,  605,  117,  674, 0.73
5_s2_fi3_fu2_b0_l0, 1,   43,  606,  116,  671, 0.89
5_s2_fi0_fu0_b0_l1, 1,   43,  606,  113,  673, 0.50
5_s2_fi1_fu1_b0_l1, 1,   43,  605,  114,  672, 0.71
5_s2_fi1_fu2_b0_l1, 1,   43,  606,  113,  671, 0.50
5_s2_fi2_fu1_b0_l1, 1,   36,  276,   92,  340, 0.83
5_s2_fi2_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
5_s2_fi3_fu1_b0_l1, 1,   42,  605,  116,  672, 0.70
5_s2_fi3_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
5_s2_fi0_fu0_b1_l0, 1,   44,  607,  116,  674, 0.85
5_s2_fi1_fu1_b1_l0, 1,    4,  251,   49,  312, 0.84
5_s2_fi1_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
5_s2_fi2_fu1_b1_l0, 1,   44,  604,  116,  671, 0.70
5_s2_fi2_fu2_b1_l0, 1,   44,  605,  119,  675, 0.88
5_s2_fi3_fu1_b1_l0, 1,   44,  603,  116,  676, 0.62
5_s2_fi3_fu2_b1_l0, 1,   44,  604,  118,  675, 0.71
5_s2_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
5_s2_fi1_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
5_s2_fi1_fu2_b1_l1, 1,   63,  290,  112,  350, 0.88
5_s2_fi2_fu1_b1_l1, 1,   47,  295,   89,  357, 0.65
5_s2_fi2_fu2_b1_l1, 1,   57,  271,  105,  327, 0.81
5_s2_fi3_fu1_b1_l1, 1,   60,  292,  102,  346, 0.70
5_s2_fi3_fu2_b1_l1, 1,    9,  274,   58,  332, 0.81
6_s0_fi0_fu0_b0_l0, 1,  478,  484,  518,  602, 0.98
6_s0_fi1_fu1_b0_l0, 1,  526,  483,  560,  606, 0.97
6_s0_fi1_fu2_b0_l0, 1,  500,  486,  537,  605, 0.96
6_s0_fi2_fu1_b0_l0, 1,  367,  489,  451,  590, 0.97
6_s0_fi2_fu2_b0_l0, 1,  495,  487,  532,  603, 0.99
6_s0_fi3_fu1_b0_l0, 1,  477,  487,  515,  607, 0.99
6_s0_fi3_fu2_b0_l0, 1,  374,  493,  460,  597, 0.98
6_s0_fi0_fu0_b0_l1, 1,  442,  484,  483,  614, 0.81
6_s0_fi1_fu1_b0_l1, 1,  338,  493,  418,  594, 0.98
6_s0_fi1_fu2_b0_l1, 1,  371,  492,  447,  593, 0.97
6_s0_fi2_fu1_b0_l1, 1,  475,  488,  513,  602, 0.97
6_s0_fi2_fu2_b0_l1, 1,  368,  492,  443,  592, 0.99
6_s0_fi3_fu1_b0_l1, 1,  368,  496,  445,  600, 0.98
6_s0_fi3_fu2_b0_l1, 1,  361,  493,  437,  596, 0.99
6_s0_fi0_fu0_b1_l0, 1,  439,  504,  476,  567, 0.97
6_s0_fi1_fu1_b1_l0, 1,  355,  520,  440,  635, 0.99
6_s0_fi1_fu2_b1_l0, 1,  336,  514,  419,  623, 0.99
6_s0_fi2_fu1_b1_l0, 1,  474,  517,  509,  571, 0.99
6_s0_fi2_fu2_b1_l0, 1,  474,  518,  510,  576, 0.98
6_s0_fi3_fu1_b1_l0, 1,  365,  520,  446,  631, 0.99
6_s0_fi3_fu2_b1_l0, 1,  505,  514,  540,  575, 0.98
6_s0_fi0_fu0_b1_l1, 1,  427,  514,  463,  593, 0.98
6_s0_fi1_fu1_b1_l1, 1,  437,  516,  474,  579, 0.98
6_s0_fi1_fu2_b1_l1, 1,  298,  520,  385,  635, 0.99
6_s0_fi2_fu1_b1_l1, 1,  292,  517,  381,  631, 0.99
6_s0_fi2_fu2_b1_l1, 1,  294,  518,  384,  633, 0.99
6_s0_fi3_fu1_b1_l1, 1,  428,  515,  463,  579, 0.99
6_s0_fi3_fu2_b1_l1, 1,  291,  519,  381,  636, 0.99
6_s1_fi0_fu0_b0_l0, 1,  540,  442,  577,  562, 0.91
6_s1_fi1_fu1_b0_l0, 1,  417,  461,  491,  560, 0.96
6_s1_fi1_fu2_b0_l0, 1,  406,  466,  486,  568, 0.97
6_s1_fi2_fu1_b0_l0, 1,  390,  395,  485,  505, 0.86
6_s1_fi2_fu2_b0_l0, 1,  501,  434,  547,  565, 0.96
6_s1_fi3_fu1_b0_l0, 1,  542,  401,  585,  525, 0.98
6_s1_fi3_fu2_b0_l0, 1,  394,  402,  483,  515, 0.96
6_s1_fi0_fu0_b0_l1, 1,  518,  473,  550,  541, 0.94
6_s1_fi1_fu1_b0_l1, 1,  395,  477,  471,  579, 0.99
6_s1_fi1_fu2_b0_l1, 1,  484,  483,  527,  604, 0.96
6_s1_fi2_fu1_b0_l1, 1,  503,  471,  547,  600, 0.98
6_s1_fi2_fu2_b0_l1, 1,  372,  468,  455,  574, 0.96
6_s1_fi3_fu1_b0_l1, 1,  387,  477,  465,  581, 0.98
6_s1_fi3_fu2_b0_l1, 1,  509,  488,  552,  607, 0.97
6_s1_fi0_fu0_b1_l0, 1,  471,  462,  508,  508, 0.89
6_s1_fi1_fu1_b1_l0, 1,  368,  484,  454,  590, 0.99
6_s1_fi1_fu2_b1_l0, 1,  368,  456,  450,  566, 0.98
6_s1_fi2_fu1_b1_l0, 1,  361,  491,  445,  602, 0.98
6_s1_fi2_fu2_b1_l0, 1,  480,  487,  517,  538, 0.96
6_s1_fi3_fu1_b1_l0, 1,  356,  459,  443,  570, 0.98
6_s1_fi3_fu2_b1_l0, 1,  360,  456,  443,  564, 0.97
6_s1_fi0_fu0_b1_l1, 1,  445,  488,  481,  523, 0.94
6_s1_fi1_fu1_b1_l1, 1,  345,  473,  442,  582, 0.86
6_s1_fi1_fu2_b1_l1, 1,  346,  499,  428,  604, 0.98
6_s1_fi2_fu1_b1_l1, 1,  359,  512,  440,  621, 0.95
6_s1_fi2_fu2_b1_l1, 1,  339,  467,  420,  568, 0.97
6_s1_fi3_fu1_b1_l1, 1,  450,  480,  500,  605, 0.96
6_s1_fi3_fu2_b1_l1, 1,  352,  504,  433,  611, 0.96
6_s2_fi0_fu0_b0_l0, 1,   46,  606,  118,  676, 0.75
6_s2_fi1_fu1_b0_l0, 1,   46,  606,  116,  675, 0.65
6_s2_fi1_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
6_s2_fi2_fu1_b0_l0, 1,   45,  605,  117,  674, 0.70
6_s2_fi2_fu2_b0_l0, 1,   43,  605,  117,  675, 0.74
6_s2_fi3_fu1_b0_l0, 1,   44,  606,  118,  677, 0.82
6_s2_fi3_fu2_b0_l0, 1,   36,  240,   67,  311, 0.65
6_s2_fi0_fu0_b0_l1, 1,   42,  606,  115,  672, 0.81
6_s2_fi1_fu1_b0_l1, 1,   43,  606,  113,  675, 0.77
6_s2_fi1_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
6_s2_fi2_fu1_b0_l1, 1,   19,  238,   67,  350, 0.92
6_s2_fi2_fu2_b0_l1, 1,   43,  606,  115,  672, 0.89
6_s2_fi3_fu1_b0_l1, 1,   42,  605,  115,  672, 0.85
6_s2_fi3_fu2_b0_l1, 1,   43,  605,  116,  672, 0.86
6_s2_fi0_fu0_b1_l0, 1,   45,  605,  116,  672, 0.75
6_s2_fi1_fu1_b1_l0, 1,   43,  604,  118,  675, 0.76
6_s2_fi1_fu2_b1_l0, 1,   45,  605,  118,  672, 0.55
6_s2_fi2_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
6_s2_fi2_fu2_b1_l0, 1,   44,  605,  117,  672, 0.95
6_s2_fi3_fu1_b1_l0, 1,   44,  605,  117,  673, 0.85
6_s2_fi3_fu2_b1_l0, 1,   44,  604,  116,  673, 0.54
6_s2_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
6_s2_fi1_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
6_s2_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
6_s2_fi2_fu1_b1_l1, 1,    6,  281,   68,  343, 0.69
6_s2_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
6_s2_fi3_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
6_s2_fi3_fu2_b1_l1, 1,   27,  285,   88,  344, 0.71
7_s0_fi0_fu0_b0_l0, 1,   42,  605,  115,  673, 0.78
7_s0_fi1_fu1_b0_l0, 1,   42,  606,  117,  676, 0.75
7_s0_fi1_fu2_b0_l0, 1,   43,  605,  117,  677, 0.58
7_s0_fi2_fu1_b0_l0, 1,  402,  451,  551,  628, 0.89
7_s0_fi2_fu2_b0_l0, 1,  395,  448,  539,  617, 0.81
7_s0_fi0_fu0_b0_l1, 1, 1054,  441, 1101,  532, 0.51
7_s0_fi1_fu1_b0_l1, 1, 1054,  448, 1099,  535, 0.51
7_s0_fi1_fu2_b0_l1, 1, 1053,  444, 1101,  532, 0.58
7_s0_fi2_fu1_b0_l1, 1,  401,  441,  537,  608, 0.69
7_s0_fi2_fu2_b0_l1, 1, 1055,  440, 1101,  532, 0.80
7_s0_fi0_fu0_b1_l0, 1,   44,  603,  116,  675, 0.69
7_s0_fi1_fu1_b1_l0, 1,  415,  446,  559,  621, 0.55
7_s0_fi1_fu2_b1_l0, 1,  390,  457,  540,  628, 0.79
7_s0_fi2_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
7_s0_fi2_fu2_b1_l0, 1,   43,  606,  117,  675, 0.72
7_s0_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s0_fi1_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s0_fi1_fu2_b1_l1, 1,  360,  468,  523,  651, 0.55
7_s0_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s0_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi0_fu0_b0_l0, 1,   43,  606,  117,  678, 0.66
7_s1_fi1_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
7_s1_fi1_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
7_s1_fi2_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
7_s1_fi2_fu2_b0_l0, 1,   44,  605,  114,  675, 0.50
7_s1_fi0_fu0_b0_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi1_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi1_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi2_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi2_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
7_s1_fi1_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
7_s1_fi1_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
7_s1_fi2_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
7_s1_fi2_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
7_s1_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi1_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s1_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s2_fi0_fu0_b0_l0, 1,   44,  605,  118,  677, 0.79
7_s2_fi1_fu1_b0_l0, 1,   45,  605,  117,  674, 0.89
7_s2_fi1_fu2_b0_l0, 1,   44,  606,  118,  675, 0.82
7_s2_fi2_fu1_b0_l0, 1,   44,  605,  116,  670, 0.90
7_s2_fi2_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
7_s2_fi0_fu0_b0_l1, 0,    0,    0,    0,    0, -1.00
7_s2_fi1_fu1_b0_l1, 1,   43,  606,  113,  673, 0.72
7_s2_fi1_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
7_s2_fi2_fu1_b0_l1, 1,   43,  606,  114,  673, 0.73
7_s2_fi2_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
7_s2_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
7_s2_fi1_fu1_b1_l0, 1,   44,  605,  118,  674, 0.81
7_s2_fi1_fu2_b1_l0, 1,   44,  606,  118,  672, 0.79
7_s2_fi2_fu1_b1_l0, 1,   44,  604,  116,  671, 0.66
7_s2_fi2_fu2_b1_l0, 1,   44,  606,  117,  673, 0.96
7_s2_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s2_fi1_fu1_b1_l1, 1,   43,  607,  115,  673, 0.82
7_s2_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
7_s2_fi2_fu1_b1_l1, 1,   44,  606,  114,  673, 0.68
7_s2_fi2_fu2_b1_l1, 1,   45,  606,  113,  670, 0.80
8_s0_fi0_fu0_b0_l0, 1,   42,  606,  116,  674, 0.80
8_s0_fi1_fu1_b0_l0, 1,   42,  606,  116,  674, 0.83
8_s0_fi1_fu2_b0_l0, 1,   43,  606,  114,  676, 0.60
8_s0_fi2_fu1_b0_l0, 1,   42,  606,  116,  674, 0.93
8_s0_fi2_fu2_b0_l0, 1,   43,  606,  115,  675, 0.61
8_s0_fi0_fu0_b0_l1, 1, 1054,  445, 1101,  532, 0.63
8_s0_fi1_fu1_b0_l1, 1, 1055,  440, 1101,  532, 0.59
8_s0_fi1_fu2_b0_l1, 1, 1054,  445, 1099,  535, 0.66
8_s0_fi2_fu1_b0_l1, 1, 1054,  446, 1100,  532, 0.72
8_s0_fi2_fu2_b0_l1, 1,  446,  485,  541,  604, 0.78
8_s0_fi0_fu0_b1_l0, 1,   42,  606,  116,  674, 0.81
8_s0_fi1_fu1_b1_l0, 1,   43,  606,  118,  675, 0.92
8_s0_fi1_fu2_b1_l0, 1,   43,  606,  119,  676, 0.94
8_s0_fi2_fu1_b1_l0, 1,   43,  605,  116,  674, 0.65
8_s0_fi2_fu2_b1_l0, 1,   43,  605,  116,  673, 0.83
8_s0_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s0_fi1_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s0_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s0_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s0_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi0_fu0_b0_l0, 0,    0,    0,    0,    0, -1.00
8_s1_fi1_fu1_b0_l0, 1,   43,  607,  119,  677, 0.92
8_s1_fi1_fu2_b0_l0, 1,   42,  605,  117,  677, 0.63
8_s1_fi2_fu1_b0_l0, 1,   43,  605,  116,  676, 0.64
8_s1_fi2_fu2_b0_l0, 1,   44,  606,  116,  675, 0.60
8_s1_fi0_fu0_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi1_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi1_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi2_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi2_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
8_s1_fi1_fu1_b1_l0, 1,   42,  605,  117,  676, 0.51
8_s1_fi1_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
8_s1_fi2_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
8_s1_fi2_fu2_b1_l0, 0,    0,    0,    0,    0, -1.00
8_s1_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi1_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s1_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s2_fi0_fu0_b0_l0, 1,   44,  605,  117,  673, 0.67
8_s2_fi1_fu1_b0_l0, 1,   44,  605,  117,  675, 0.84
8_s2_fi1_fu2_b0_l0, 1,   43,  605,  118,  675, 0.77
8_s2_fi2_fu1_b0_l0, 1,   45,  603,  116,  674, 0.86
8_s2_fi2_fu2_b0_l0, 1,   43,  605,  116,  674, 0.77
8_s2_fi0_fu0_b0_l1, 1,   45,  605,  113,  672, 0.57
8_s2_fi1_fu1_b0_l1, 1,   43,  606,  115,  671, 0.85
8_s2_fi1_fu2_b0_l1, 1,   44,  602,  114,  670, 0.57
8_s2_fi2_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s2_fi2_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
8_s2_fi0_fu0_b1_l0, 1,   44,  604,  120,  672, 0.90
8_s2_fi1_fu1_b1_l0, 1,   43,  605,  115,  670, 0.79
8_s2_fi1_fu2_b1_l0, 1,   44,  605,  118,  674, 0.94
8_s2_fi2_fu1_b1_l0, 1,   43,  605,  117,  674, 0.79
8_s2_fi2_fu2_b1_l0, 1,   44,  605,  117,  673, 0.81
8_s2_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s2_fi1_fu1_b1_l1, 1,   43,  606,  114,  670, 0.65
8_s2_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
8_s2_fi2_fu1_b1_l1, 1,   43,  606,  114,  673, 0.73
8_s2_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s0_fi0_fu0_b0_l0, 1,   42,  607,  116,  675, 0.80
9_s0_fi1_fu1_b0_l0, 1,   43,  606,  116,  672, 0.59
9_s0_fi1_fu2_b0_l0, 1,   43,  604,  116,  674, 0.75
9_s0_fi2_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
9_s0_fi2_fu2_b0_l0, 0,    0,    0,    0,    0, -1.00
9_s0_fi0_fu0_b0_l1, 1, 1053,  443, 1101,  533, 0.61
9_s0_fi1_fu1_b0_l1, 1, 1054,  441, 1099,  535, 0.68
9_s0_fi1_fu2_b0_l1, 1, 1055,  446, 1103,  530, 0.69
9_s0_fi2_fu1_b0_l1, 1, 1054,  440, 1102,  533, 0.80
9_s0_fi2_fu2_b0_l1, 1, 1055,  445, 1101,  532, 0.68
9_s0_fi0_fu0_b1_l0, 1,   43,  605,  117,  676, 0.74
9_s0_fi1_fu1_b1_l0, 1,   42,  605,  116,  674, 0.84
9_s0_fi1_fu2_b1_l0, 1,   44,  605,  117,  674, 0.71
9_s0_fi2_fu1_b1_l0, 1,   43,  605,  116,  673, 0.74
9_s0_fi2_fu2_b1_l0, 1,   43,  606,  117,  674, 0.91
9_s0_fi0_fu0_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s0_fi1_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s0_fi1_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s0_fi2_fu1_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s0_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s1_fi0_fu0_b0_l0, 1,   43,  607,  117,  676, 0.86
9_s1_fi1_fu1_b0_l0, 1,   42,  606,  117,  678, 0.82
9_s1_fi1_fu2_b0_l0, 1,   43,  606,  117,  676, 0.71
9_s1_fi2_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
9_s1_fi2_fu2_b0_l0, 1,   42,  606,  116,  676, 0.74
9_s1_fi0_fu0_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s1_fi1_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s1_fi1_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s1_fi2_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s1_fi2_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s1_fi0_fu0_b1_l0, 0,    0,    0,    0,    0, -1.00
9_s1_fi1_fu1_b1_l0, 0,    0,    0,    0,    0, -1.00
9_s1_fi1_fu2_b1_l0, 1,   42,  605,  118,  678, 0.83
9_s1_fi2_fu1_b1_l0, 1,   43,  605,  118,  677, 0.71
9_s1_fi2_fu2_b1_l0, 1,   43,  605,  118,  676, 0.77
9_s1_fi0_fu0_b1_l1, 1,   45,  606,  113,  672, 0.93
9_s1_fi1_fu1_b1_l1, 1,   44,  606,  113,  674, 0.92
9_s1_fi1_fu2_b1_l1, 1,   45,  606,  114,  673, 0.75
9_s1_fi2_fu1_b1_l1, 1,   44,  606,  112,  672, 0.91
9_s1_fi2_fu2_b1_l1, 0,    0,    0,    0,    0, -1.00
9_s2_fi0_fu0_b0_l0, 1,   46,  605,  115,  672, 0.58
9_s2_fi1_fu1_b0_l0, 1,   45,  606,  117,  675, 0.87
9_s2_fi1_fu2_b0_l0, 1,   44,  605,  117,  673, 0.86
9_s2_fi2_fu1_b0_l0, 0,    0,    0,    0,    0, -1.00
9_s2_fi2_fu2_b0_l0, 1,   44,  605,  116,  674, 0.67
9_s2_fi0_fu0_b0_l1, 1,   42,  605,  113,  671, 0.78
9_s2_fi1_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s2_fi1_fu2_b0_l1, 1,   44,  603,  115,  670, 0.62
9_s2_fi2_fu1_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s2_fi2_fu2_b0_l1, 0,    0,    0,    0,    0, -1.00
9_s2_fi0_fu0_b1_l0, 1,   44,  603,  118,  676, 0.60
9_s2_fi1_fu1_b1_l0, 1,   45,  605,  117,  672, 0.85
9_s2_fi1_fu2_b1_l0, 1,   45,  605,  118,  674, 0.87
9_s2_fi2_fu1_b1_l0, 1,   44,  605,  116,  672, 0.75
9_s2_fi2_fu2_b1_l0, 1,   44,  605,  119,  675, 0.92
9_s2_fi0_fu0_b1_l1, 1,   43,  605,  114,  669, 0.78
9_s2_fi1_fu1_b1_l1, 1,   45,  606,  113,  669, 0.53
9_s2_fi1_fu2_b1_l1, 1,   43,  606,  113,  672, 0.67
9_s2_fi2_fu1_b1_l1, 1,   42,  606,  114,  673, 0.79
9_s2_fi2_fu2_b1_l1, 1,   44,  606,  113,  671, 0.82
